File name: butterfly 847.jpeg, Image: butterfly, Predicted Class: sweet_pepper
File name: elephant 367.jpeg, Image: elephant, Predicted Class: elephant
File name: squirrel 353.jpeg, Image: squirrel, Predicted Class: tiger
File name: horse 38.jpeg, Image: horse, Predicted Class: tractor
File name: dog 1022.jpeg, Image: dog, Predicted Class: cattle
File name: chicken 2237.jpeg, Image: chicken, Predicted Class: motorcycle
File name: sheep 1340.jpeg, Image: sheep, Predicted Class: mushroom
File name: butterfly 2064.jpg, Image: butterfly, Predicted Class: clock
File name: spider 2830.jpeg, Image: spider, Predicted Class: wolf
File name: sheep 741.jpeg, Image: sheep, Predicted Class: spider
File name: cat 1069.jpeg, Image: cat, Predicted Class: beetle
File name: sheep 1697.jpg, Image: sheep, Predicted Class: bicycle
File name: sheep 678.jpeg, Image: sheep, Predicted Class: spider
File name: chicken 1614.jpeg, Image: chicken, Predicted Class: bee
File name: dog 2943.jpeg, Image: dog, Predicted Class: caterpillar
File name: chicken 3025.jpeg, Image: chicken, Predicted Class: cattle
File name: butterfly 852.jpeg, Image: butterfly, Predicted Class: snail
File name: elephant 755.jpeg, Image: elephant, Predicted Class: elephant
File name: dog 333.jpeg, Image: dog, Predicted Class: bottle
File name: horse 2603.jpeg, Image: horse, Predicted Class: tractor
File name: horse 2480.jpeg, Image: horse, Predicted Class: pine_tree
File name: squirrel 501.jpeg, Image: squirrel, Predicted Class: snail
File name: spider 1653.jpeg, Image: spider, Predicted Class: beetle
File name: squirrel 604.jpeg, Image: squirrel, Predicted Class: motorcycle
File name: spider 2497.jpeg, Image: spider, Predicted Class: keyboard
File name: spider 1491.jpeg, Image: spider, Predicted Class: spider
File name: dog 1420.jpeg, Image: dog, Predicted Class: skunk
File name: horse 1896.jpeg, Image: horse, Predicted Class: lobster
File name: dog 4356.jpeg, Image: dog, Predicted Class: bee
File name: cat 1621.jpeg, Image: cat, Predicted Class: flatfish
File name: spider 1162.jpeg, Image: spider, Predicted Class: lobster
File name: dog 2925.jpeg, Image: dog, Predicted Class: camel
File name: dog 1417.jpeg, Image: dog, Predicted Class: dinosaur
File name: squirrel 952.jpeg, Image: squirrel, Predicted Class: bee
File name: butterfly 1444.jpeg, Image: butterfly, Predicted Class: motorcycle
File name: chicken 1873.jpeg, Image: chicken, Predicted Class: motorcycle
File name: sheep 1077.jpeg, Image: sheep, Predicted Class: cattle
File name: cow 49.jpeg, Image: cow, Predicted Class: tulip
File name: chicken 172.jpeg, Image: chicken, Predicted Class: tiger
File name: cat 1460.jpeg, Image: cat, Predicted Class: dinosaur
File name: squirrel 194.jpeg, Image: squirrel, Predicted Class: motorcycle
File name: cow 944.jpeg, Image: cow, Predicted Class: cattle
File name: squirrel 873.jpeg, Image: squirrel, Predicted Class: butterfly
File name: spider 3669.jpeg, Image: spider, Predicted Class: beetle
File name: cat 392.jpg, Image: cat, Predicted Class: wolf
File name: chicken 626.jpeg, Image: chicken, Predicted Class: crab
File name: dog 3542.jpeg, Image: dog, Predicted Class: bee
File name: squirrel 54.jpeg, Image: squirrel, Predicted Class: bicycle
File name: chicken 3029.jpeg, Image: chicken, Predicted Class: motorcycle
File name: butterfly 1743.jpg, Image: butterfly, Predicted Class: motorcycle
File name: sheep 1288.jpeg, Image: sheep, Predicted Class: butterfly
File name: chicken 632.jpeg, Image: chicken, Predicted Class: squirrel
File name: sheep 1203.jpeg, Image: sheep, Predicted Class: spider
File name: spider 567.jpeg, Image: spider, Predicted Class: spider
File name: spider 6.jpeg, Image: spider, Predicted Class: bee
File name: spider 2407.jpeg, Image: spider, Predicted Class: snake
File name: spider 2443.jpeg, Image: spider, Predicted Class: snake
File name: chicken 2998.jpeg, Image: chicken, Predicted Class: crab
File name: cow 341.jpeg, Image: cow, Predicted Class: butterfly
File name: spider 315.jpeg, Image: spider, Predicted Class: bee
File name: dog 1057.jpeg, Image: dog, Predicted Class: orchid
File name: sheep 1468.jpg, Image: sheep, Predicted Class: caterpillar
File name: dog 3143.jpeg, Image: dog, Predicted Class: skunk
File name: dog 1704.jpeg, Image: dog, Predicted Class: camel
File name: squirrel 1463.jpeg, Image: squirrel, Predicted Class: bicycle
File name: butterfly 271.jpeg, Image: butterfly, Predicted Class: caterpillar
File name: horse 1467.jpeg, Image: horse, Predicted Class: dinosaur
File name: sheep 1543.jpg, Image: sheep, Predicted Class: motorcycle
File name: spider 1043.jpeg, Image: spider, Predicted Class: beetle
File name: horse 2502.jpeg, Image: horse, Predicted Class: tractor
File name: dog 4206.jpeg, Image: dog, Predicted Class: dinosaur
File name: cow 1389.jpeg, Image: cow, Predicted Class: palm_tree
File name: spider 3948.jpeg, Image: spider, Predicted Class: spider
File name: butterfly 673.jpeg, Image: butterfly, Predicted Class: orchid
File name: cat 1399.jpeg, Image: cat, Predicted Class: beetle
File name: elephant 309.jpeg, Image: elephant, Predicted Class: dinosaur
File name: chicken 514.jpeg, Image: chicken, Predicted Class: sweet_pepper
File name: spider 3971.jpeg, Image: spider, Predicted Class: beetle
File name: dog 2572.jpeg, Image: dog, Predicted Class: bicycle
File name: horse 1946.jpeg, Image: horse, Predicted Class: motorcycle
File name: dog 4014.jpeg, Image: dog, Predicted Class: butterfly
File name: chicken 101.jpeg, Image: chicken, Predicted Class: skunk
File name: squirrel 548.jpeg, Image: squirrel, Predicted Class: lobster
File name: cat 1278.jpeg, Image: cat, Predicted Class: motorcycle
File name: dog 1012.jpeg, Image: dog, Predicted Class: motorcycle
File name: sheep 845.jpeg, Image: sheep, Predicted Class: motorcycle
File name: spider 1368.jpeg, Image: spider, Predicted Class: caterpillar
File name: squirrel 575.jpeg, Image: squirrel, Predicted Class: motorcycle
File name: butterfly 1530.jpeg, Image: butterfly, Predicted Class: butterfly
File name: chicken 144.jpeg, Image: chicken, Predicted Class: tiger
File name: sheep 83.jpeg, Image: sheep, Predicted Class: pine_tree
File name: butterfly 31.png, Image: butterfly, Predicted Class: orchid
File name: spider 1350.jpeg, Image: spider, Predicted Class: beetle
File name: chicken 2536.jpeg, Image: chicken, Predicted Class: beetle
File name: cat 702.jpeg, Image: cat, Predicted Class: raccoon
File name: chicken 496.jpeg, Image: chicken, Predicted Class: beetle
File name: spider 4301.jpeg, Image: spider, Predicted Class: tiger
File name: cat 987.jpeg, Image: cat, Predicted Class: keyboard
File name: chicken 341.jpeg, Image: chicken, Predicted Class: butterfly
File name: squirrel 1853.jpeg, Image: squirrel, Predicted Class: fox
File name: elephant 145.jpeg, Image: elephant, Predicted Class: dinosaur
File name: chicken 2988.jpeg, Image: chicken, Predicted Class: butterfly
File name: sheep 1319.jpeg, Image: sheep, Predicted Class: spider
File name: elephant 953.jpeg, Image: elephant, Predicted Class: dinosaur
File name: spider 1452.jpeg, Image: spider, Predicted Class: orchid
File name: horse 2526.jpeg, Image: horse, Predicted Class: orchid
File name: butterfly 202.jpeg, Image: butterfly, Predicted Class: orchid
File name: dog 4365.jpeg, Image: dog, Predicted Class: motorcycle
File name: chicken 918.jpeg, Image: chicken, Predicted Class: shrew
File name: horse 2565.jpeg, Image: horse, Predicted Class: bicycle
File name: chicken 738.jpeg, Image: chicken, Predicted Class: snake
File name: dog 3395.jpeg, Image: dog, Predicted Class: motorcycle
File name: dog 542.jpeg, Image: dog, Predicted Class: beaver
File name: squirrel 1719.jpeg, Image: squirrel, Predicted Class: bicycle
File name: horse 2157.jpeg, Image: horse, Predicted Class: camel
File name: dog 1798.jpeg, Image: dog, Predicted Class: train
File name: spider 16.jpeg, Image: spider, Predicted Class: aquarium_fish
File name: cow 1328.jpeg, Image: cow, Predicted Class: dinosaur
File name: spider 208.jpeg, Image: spider, Predicted Class: beetle
File name: squirrel 200.jpeg, Image: squirrel, Predicted Class: butterfly
File name: cat 543.jpeg, Image: cat, Predicted Class: lion
File name: dog 3081.jpeg, Image: dog, Predicted Class: raccoon
File name: chicken 1886.jpeg, Image: chicken, Predicted Class: snake
File name: elephant 217.jpeg, Image: elephant, Predicted Class: leopard
File name: dog 1108.jpeg, Image: dog, Predicted Class: caterpillar
File name: cat 470.jpeg, Image: cat, Predicted Class: motorcycle
File name: sheep 778.jpeg, Image: sheep, Predicted Class: bicycle
File name: dog 2597.jpeg, Image: dog, Predicted Class: shrew
File name: dog 601.jpeg, Image: dog, Predicted Class: butterfly
File name: chicken 532.jpeg, Image: chicken, Predicted Class: motorcycle
File name: horse 1525.jpeg, Image: horse, Predicted Class: television
File name: elephant 407.jpeg, Image: elephant, Predicted Class: leopard
File name: chicken 2740.jpeg, Image: chicken, Predicted Class: butterfly
File name: sheep 973.jpeg, Image: sheep, Predicted Class: leopard
File name: sheep 775.jpeg, Image: sheep, Predicted Class: mouse
File name: elephant 1370.jpg, Image: elephant, Predicted Class: dinosaur
File name: sheep 1360.jpeg, Image: sheep, Predicted Class: bicycle
File name: horse 570.jpeg, Image: horse, Predicted Class: bicycle
File name: dog 4292.jpeg, Image: dog, Predicted Class: raccoon
File name: horse 531.jpeg, Image: horse, Predicted Class: wolf
File name: chicken 2553.jpeg, Image: chicken, Predicted Class: lobster
File name: dog 1254.jpeg, Image: dog, Predicted Class: lion
File name: butterfly 1135.jpeg, Image: butterfly, Predicted Class: butterfly
File name: spider 1550.jpeg, Image: spider, Predicted Class: bee
File name: spider 3504.jpeg, Image: spider, Predicted Class: apple
File name: cat 17.jpg, Image: cat, Predicted Class: bee
File name: dog 1739.jpeg, Image: dog, Predicted Class: woman
File name: chicken 2710.jpeg, Image: chicken, Predicted Class: bee
File name: cow 193.jpeg, Image: cow, Predicted Class: motorcycle
File name: butterfly 1210.jpeg, Image: butterfly, Predicted Class: rabbit
File name: dog 2744.jpeg, Image: dog, Predicted Class: butterfly
File name: dog 852.jpeg, Image: dog, Predicted Class: motorcycle
File name: chicken 584.jpeg, Image: chicken, Predicted Class: mountain
File name: spider 2323.jpeg, Image: spider, Predicted Class: dinosaur
File name: dog 1817.jpeg, Image: dog, Predicted Class: beetle
File name: butterfly 40.png, Image: butterfly, Predicted Class: motorcycle
File name: cat 1383.jpeg, Image: cat, Predicted Class: spider
File name: cow 1277.jpeg, Image: cow, Predicted Class: cattle
File name: spider 395.jpeg, Image: spider, Predicted Class: spider
File name: chicken 760.jpeg, Image: chicken, Predicted Class: motorcycle
File name: sheep 621.jpeg, Image: sheep, Predicted Class: snake
File name: dog 1153.jpeg, Image: dog, Predicted Class: trout
File name: spider 4017.jpeg, Image: spider, Predicted Class: motorcycle
File name: chicken 696.jpeg, Image: chicken, Predicted Class: orange
File name: spider 4245.jpeg, Image: spider, Predicted Class: beetle
File name: cat 1343.jpeg, Image: cat, Predicted Class: tiger
File name: butterfly 1567.jpeg, Image: butterfly, Predicted Class: butterfly
File name: dog 1686.jpeg, Image: dog, Predicted Class: bee
File name: horse 556.jpeg, Image: horse, Predicted Class: bee
File name: dog 752.jpeg, Image: dog, Predicted Class: tulip
File name: spider 4055.jpeg, Image: spider, Predicted Class: camel
File name: cow 2.jpeg, Image: cow, Predicted Class: house
File name: cow 557.jpeg, Image: cow, Predicted Class: cattle
File name: chicken 1977.jpeg, Image: chicken, Predicted Class: motorcycle
File name: chicken 273.jpeg, Image: chicken, Predicted Class: motorcycle
File name: butterfly 1676.jpeg, Image: butterfly, Predicted Class: beetle
File name: dog 3283.jpeg, Image: dog, Predicted Class: bicycle
File name: spider 3636.jpeg, Image: spider, Predicted Class: lobster
File name: sheep 283.jpeg, Image: sheep, Predicted Class: skunk
File name: horse 1077.jpeg, Image: horse, Predicted Class: cattle
File name: dog 4818.jpeg, Image: dog, Predicted Class: raccoon
File name: butterfly 1873.jpg, Image: butterfly, Predicted Class: butterfly
File name: squirrel 352.jpeg, Image: squirrel, Predicted Class: pine_tree
File name: elephant 605.jpeg, Image: elephant, Predicted Class: motorcycle
File name: horse 1619.jpeg, Image: horse, Predicted Class: cattle
File name: spider 259.jpeg, Image: spider, Predicted Class: bicycle
File name: squirrel 1354.jpeg, Image: squirrel, Predicted Class: butterfly
File name: dog 2534.jpeg, Image: dog, Predicted Class: lobster
File name: chicken 2080.jpeg, Image: chicken, Predicted Class: pickup_truck
File name: sheep 756.jpeg, Image: sheep, Predicted Class: mushroom
File name: dog 4034.jpeg, Image: dog, Predicted Class: cattle
File name: squirrel 1593.jpeg, Image: squirrel, Predicted Class: tank
File name: spider 1166.jpeg, Image: spider, Predicted Class: caterpillar
File name: squirrel 102.jpeg, Image: squirrel, Predicted Class: spider
File name: elephant 720.jpeg, Image: elephant, Predicted Class: motorcycle
File name: chicken 1783.jpeg, Image: chicken, Predicted Class: motorcycle
File name: squirrel 1594.jpeg, Image: squirrel, Predicted Class: leopard
File name: elephant 1024.jpeg, Image: elephant, Predicted Class: dinosaur
File name: sheep 1489.jpg, Image: sheep, Predicted Class: possum
File name: sheep 823.jpeg, Image: sheep, Predicted Class: skunk
File name: cat 952.jpeg, Image: cat, Predicted Class: bicycle
File name: cat 662.jpeg, Image: cat, Predicted Class: bee
File name: spider 469.jpeg, Image: spider, Predicted Class: caterpillar
File name: elephant 485.jpeg, Image: elephant, Predicted Class: keyboard
File name: chicken 1683.jpeg, Image: chicken, Predicted Class: butterfly
File name: cow 1694.jpeg, Image: cow, Predicted Class: butterfly
File name: sheep 1016.jpeg, Image: sheep, Predicted Class: dinosaur
File name: squirrel 1514.jpeg, Image: squirrel, Predicted Class: motorcycle
File name: spider 4146.jpeg, Image: spider, Predicted Class: keyboard
File name: sheep 1271.jpeg, Image: sheep, Predicted Class: dinosaur
File name: spider 4416.jpeg, Image: spider, Predicted Class: bicycle
File name: squirrel 1318.jpeg, Image: squirrel, Predicted Class: bicycle
File name: horse 345.jpeg, Image: horse, Predicted Class: camel
File name: spider 2347.jpeg, Image: spider, Predicted Class: motorcycle
File name: squirrel 272.jpeg, Image: squirrel, Predicted Class: butterfly
File name: chicken 1449.jpeg, Image: chicken, Predicted Class: motorcycle
File name: chicken 2749.jpeg, Image: chicken, Predicted Class: butterfly
File name: butterfly 282.jpeg, Image: butterfly, Predicted Class: motorcycle
File name: dog 46.jpeg, Image: dog, Predicted Class: possum
File name: sheep 1632.jpg, Image: sheep, Predicted Class: kangaroo
File name: dog 3028.jpeg, Image: dog, Predicted Class: butterfly
File name: horse 2601.jpeg, Image: horse, Predicted Class: beetle
File name: butterfly 424.jpeg, Image: butterfly, Predicted Class: bottle
File name: butterfly 1611.jpeg, Image: butterfly, Predicted Class: motorcycle
File name: chicken 1772.jpeg, Image: chicken, Predicted Class: tiger
File name: butterfly 386.jpeg, Image: butterfly, Predicted Class: beaver
File name: chicken 1723.jpeg, Image: chicken, Predicted Class: tractor
File name: cat 1285.jpeg, Image: cat, Predicted Class: possum
File name: elephant 205.jpeg, Image: elephant, Predicted Class: spider
File name: cow 232.jpeg, Image: cow, Predicted Class: crab
File name: horse 805.jpeg, Image: horse, Predicted Class: crab
File name: cat 779.jpeg, Image: cat, Predicted Class: beetle
File name: dog 2017.jpeg, Image: dog, Predicted Class: motorcycle
File name: chicken 713.jpeg, Image: chicken, Predicted Class: bicycle
